outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
23.9,75.0,0.0,0.0,24.0,24.0,24.4,69.0,65.0,59.0,0.0,0.0,55.0,0.0,0.0,148.0
24.0,69.0,0.0,0.0,24.0,24.4,27.0,65.0,59.0,48.0,0.0,55.0,98.0,0.0,148.0,362.0
24.0,65.0,0.0,0.0,24.4,27.0,29.0,59.0,48.0,33.0,55.0,98.0,124.0,148.0,362.0,583.0
24.4,59.0,55.0,148.0,27.0,29.0,31.6,48.0,33.0,34.0,98.0,124.0,142.0,362.0,583.0,768.0
27.0,48.0,98.0,362.0,29.0,31.6,34.0,33.0,34.0,30.0,124.0,142.0,153.0,583.0,768.0,898.0
29.0,33.0,124.0,583.0,31.6,34.0,35.0,34.0,30.0,24.0,142.0,153.0,156.0,768.0,898.0,962.0
31.6,34.0,142.0,768.0,34.0,35.0,37.2,30.0,24.0,24.0,153.0,156.0,155.0,898.0,962.0,951.0
34.0,30.0,153.0,898.0,35.0,37.2,35.0,24.0,24.0,18.0,156.0,155.0,148.0,962.0,951.0,867.0
35.0,24.0,156.0,962.0,37.2,35.0,35.0,24.0,18.0,25.0,155.0,148.0,136.0,951.0,867.0,718.0
37.2,24.0,155.0,951.0,35.0,35.0,33.6,18.0,25.0,28.0,148.0,136.0,116.0,867.0,718.0,518.0
35.0,18.0,148.0,867.0,35.0,33.6,34.0,25.0,28.0,29.0,136.0,116.0,86.0,718.0,518.0,292.0
35.0,25.0,136.0,718.0,33.6,34.0,32.0,28.0,29.0,36.0,116.0,86.0,40.0,518.0,292.0,98.0
33.6,28.0,116.0,518.0,34.0,32.0,31.6,29.0,36.0,42.0,86.0,40.0,6.0,292.0,98.0,9.0
34.0,29.0,86.0,292.0,32.0,31.6,31.0,36.0,42.0,46.0,40.0,6.0,0.0,98.0,9.0,0.0
32.0,36.0,40.0,98.0,31.6,31.0,30.0,42.0,46.0,58.0,6.0,0.0,0.0,9.0,0.0,0.0
31.6,42.0,6.0,9.0,31.0,30.0,29.7,46.0,58.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,46.0,0.0,0.0,30.0,29.7,30.0,58.0,63.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,58.0,0.0,0.0,29.7,30.0,28.0,63.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
29.7,63.0,0.0,0.0,30.0,28.0,28.6,65.0,62.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,65.0,0.0,0.0,28.0,28.6,28.0,62.0,49.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
